"state_abbrev","license_class_name","residency","holder_eligibility","activity_scope","duration","approx_first_year","approx_last_year","was_issued_by_unit","notes","source_url","added_date","first_year_source"
"MA","Resident/Non-resident Sporting License, Paraplegic","Any","Disabled","Combo Hunt+Fish","Annual","","","False","Free; requires pre-approval through MassWildlife.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Resident Trapping License","Resident","General","Trapping/Furbearer","Annual","","","False","Annual trapping license for MA residents.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Resident Minor Trapping License","Resident","Youth","Trapping/Furbearer","Annual","","","False","Ages 12 to 17.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Resident Trapping License (Age 65-69)","Resident","Senior","Trapping/Furbearer","Annual","","","False","Half the standard resident trapping rate.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Non-resident Trapping Permit","Nonresident","General","Trapping/Furbearer","Annual","","","False","Requires pre-approval; not sold online.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"CT","Firearms Hunting License","Any","General","General Hunting","Annual","1907","","False","Base firearms hunting license. Calendar year. Resident 16 and 17 year olds pay a reduced fee.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Firearms Hunting and Inland Fishing License","Any","General","Combo Hunt+Fish","Annual","","","False","Combination firearms hunting and inland fishing.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Firearms Hunting and All Waters Fishing License","Any","General","Combo Hunt+Fish","Annual","","","False","Combination firearms hunting and all waters fishing.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Firearms Hunting and Marine Waters Fishing License","Any","General","Combo Hunt+Fish","Annual","","","False","Combination firearms hunting and marine waters fishing.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","3-day Non-resident Bird Hunting License","Nonresident","General","General Hunting","3-day","","","False","Three consecutive privilege days for migratory and resident game birds. Requires a CT Migratory Bird or Resident Game Bird stamp.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Junior Firearms Hunting License","Any","Junior","General Hunting","Annual","","","False","Ages 12 to 15. Same fee for residents and nonresidents.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Age 65+ Annual Firearms Hunting License","Resident","Senior","General Hunting","Annual","","","False","Free to residents meeting hunter education requirements; must be renewed annually.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Archery Deer/Small Game License","Any","General","General Hunting","Annual","","","False","Required for all forms of archery hunting; allows bowhunting for deer on state and private land. Requires the CE/FS bowhunting course.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Archery Deer/Small Game and All Waters Fishing License","Resident","General","Combo Hunt+Fish","Annual","","","False","Combination archery hunting and all waters fishing.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Junior Archery Deer/Small Game License","Any","Junior","General Hunting","Annual","","","False","Ages 12 to 15.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Trapping License","Any","General","Trapping/Furbearer","Annual","","","False","Annual trapping license.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Resident 16- and 17-year-old Trapping License","Resident","Youth","Trapping/Furbearer","Annual","","","False","Half the standard resident trapping rate.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Junior Trapping License","Resident","Junior","Trapping/Furbearer","Annual","","","False","Ages 15 and under. No minimum age requirement for trapping.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Age 65+ Annual Trapping License","Resident","Senior","Trapping/Furbearer","Annual","","","False","Free to residents meeting trapper education requirements; must be renewed annually.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Free License for Hunters with Disabilities","Any","Disabled","General Hunting","Annual","","","False","For residents who have lost or permanently lost the use of one or more limbs; permits and stamps not included. Available at select DEEP offices and participating town clerks.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Armed Forces Resident-Rate License","Any","Military","General Hunting","Annual","","","False","Active full-time US armed forces members may purchase at resident rates. Issued only at DEEP or town clerk offices.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"RI","Resident Hunting License","Resident","General","General Hunting","Annual","1916","","False","Must be 15 years old. License year runs March 1 - end of February.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Resident Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Combination hunting and fishing.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Resident Junior Hunting License","Resident","Junior","General Hunting","Annual","","","False","Ages 12 to 14; must hunt in the immediate company of a licensed adult 21 or older.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Permanent Resident Combination License","Resident","Senior","Combo Hunt+Fish","Lifetime","","","False","No fee. Available to any resident 65 or older or with a permanent disability.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Resident Trapping License","Resident","General","Trapping/Furbearer","Annual","","","False","Annual trapping license for RI residents.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Non-Resident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Must be 15 years old.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Non-Resident Tourist Hunting License","Nonresident","General","General Hunting","3-day","","","False","Three-day nonresident hunting license.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Non-Resident Junior Hunting License","Nonresident","Junior","General Hunting","Annual","","","False","Ages 12 to 14.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Non-Resident Trapping License","Nonresident","General","Trapping/Furbearer","Annual","","","False","Issued only if reciprocal privileges are allowed.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Active Military Personnel Hunting License","Any","Military","General Hunting","Annual","","","False","Issued at the resident hunting license rate.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"SC","State Hunting License (Annual)","Resident","General","General Hunting","Annual","1916","","False","Base resident hunting license, valid 1 year from date of purchase. Big Game Permit required separately for bear, deer or turkey.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","State Hunting License (3 Year)","Resident","General","General Hunting","Multi-year","","","False","Valid 3 years from date of purchase.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Apprentice License (Small Game Only)","Resident","Apprentice","General Hunting","Annual","","","False","One-time exemption from hunter education certification for applicants born after June 30 1979.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Combination License (Annual)","Resident","General","Combo Hunt+Fish","Annual","","","False","Includes State Hunting, Big Game and Freshwater Fishing.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Combination License (3 Year)","Resident","General","Combo Hunt+Fish","Multi-year","","","False","Includes State Hunting, Big Game and Freshwater Fishing. Valid 3 years.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Sportsman License (Annual)","Resident","General","Sportsman","Annual","","","False","Includes State Hunting, Big Game, Wildlife Management Areas and Freshwater Fishing.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Sportsman License (3 Year)","Resident","General","Sportsman","Multi-year","","","False","Includes State Hunting, Big Game, WMA and Freshwater Fishing. Valid 3 years.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Junior Sportsman License","Resident","Junior","Sportsman","Annual","","","False","For applicants 16 to 17 years of age; remains valid regardless of age until expiration.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Lifetime Combination License (Under 2)","Resident","Youth","Combo Hunt+Fish","Lifetime","","","False","Statewide Hunting, Big Game Permit and Freshwater Fishing. Purchased for a resident under age 2.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Lifetime Combination License (Age 2 to 15)","Resident","Youth","Combo Hunt+Fish","Lifetime","","","False","Statewide Hunting, Big Game Permit and Freshwater Fishing.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Lifetime State Hunting License (Age 16 to 63)","Resident","General","General Hunting","Lifetime","","","False","Lifetime statewide hunting privilege.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Lifetime Combination License (Age 16 to 63)","Resident","General","Combo Hunt+Fish","Lifetime","","","False","Statewide Hunting, Big Game Permit and Freshwater Fishing.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Senior Lifetime Combination License","Resident","Senior","Combo Hunt+Fish","Lifetime","","","False","Residents 64 and older. Covers hunting, Big Game, WMA, State Waterfowl, freshwater and saltwater fishing. No tags included; deer and turkey tags must be requested once then mailed annually.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Gratis Lifetime License","Resident","Senior","Combo Hunt+Fish","Lifetime","","","False","No cost. Available only to residents born on or before July 1 1940.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Disability Combination License (3 Year)","Resident","Disabled","Combo Hunt+Fish","Multi-year","","","False","No cost; expires on the third anniversary of issue. Requires disability certification from a qualifying federal or state program.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Hunting Add-on for an Existing Fishing License (Disability)","Resident","Disabled","General Hunting","Multi-year","","","False","No cost. Adds Statewide Hunting, Big Game Permit, WMA Permit and Migratory Waterfowl to an existing disability fishing license.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"AL","All Game Hunting License","Resident","General","General Hunting","Annual","1917","","False","Covers all species including deer and turkey. License year ends August 31.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Small Game Hunting License","Resident","General","General Hunting","Annual","","","False","Covers all species excluding deer and turkey.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Resident 64 Lifetime License","Resident","Senior","General Hunting","Lifetime","","","False","Issued to residents at age 64 for the cost of an annual recreational hunting, freshwater fishing, saltwater fishing or WMA license.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Optional 65+ License","Resident","Senior","General Hunting","Annual","","","False","Voluntary purchase for residents 65 and older, who are otherwise exempt, to continue supporting wildlife and fisheries programs.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Wildlife Heritage License","Resident","General","Other","Annual","","","False","Bank fishing statewide, WFF public fishing lakes, small game except waterfowl on WFF WMAs, and WFF shooting ranges. Included at no charge with resident hunting and freshwater fishing licenses.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Wildlife Management Area License","Resident","General","Other","Annual","","","False","Required to hunt WFF wildlife management areas.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Lifetime Hunting License","Resident","General","General Hunting","Lifetime","","","False","Prices vary and increase each September 1. Youth licenses under 16 available at probate offices and district offices.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Optional Senior Lifetime Hunting, Freshwater and Saltwater Fishing License","Resident","Senior","Combo Hunt+Fish","Lifetime","","","False","Voluntary lifetime license for exempt seniors.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","100% Physically Disabled Resident Hunting License","Resident","Disabled","General Hunting","Annual","","","False","Available at probate offices, Montgomery or district offices.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","50% Disabled Military Veterans Appreciation Hunting License","Resident","Veteran","General Hunting","Annual","","","False","Reduced-fee license for qualifying disabled veterans.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","100% Disabled Military Veterans Appreciation Hunting License","Resident","Veteran","General Hunting","Annual","","","False","Reduced-fee license for qualifying 100% disabled veterans.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Disabled Military Veterans Appreciation 3-Day Event Hunting License","Any","Veteran","General Hunting","3-day","","","False","Event license covering up to 10 disabled military veterans at a sanctioned 3-day event.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Hunter's Exempt License Privilege (H.E.L.P.)","Resident","General","General Hunting","Annual","","","False","No charge. Number issued to license-exempt hunters.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Commercial Fowl Hunting 7-Day Trip License","Any","General","General Hunting","7-day","","","False","Seven-day trip license for commercial fowl hunting.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Nighttime Feral Swine and Coyote Hunting License","Any","General","General Hunting","Annual","","","False","Required to hunt feral swine or coyote at night. Required of all ages with no exemption, including for residents 65 and over.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"MS","Sportsman's License","Resident","General","Sportsman","Annual","1926","","False","Includes Archery/Primitive Weapon/Crossbow. Does not include WMA User Permit or saltwater fishing.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","All Game Hunting/Freshwater Fishing License","Resident","General","Combo Hunt+Fish","Annual","","","False","Does not include Archery/Primitive/Crossbow or WMA User Permit. Required (or Sportsman's) for all deer, turkey and hog hunters.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Small Game Hunting/Freshwater Fishing License","Resident","General","Combo Hunt+Fish","Annual","","","False","Small game and freshwater fishing.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Apprentice Sportsman License","Resident","Apprentice","Sportsman","Annual","","","False","Issued only once to a resident; must be accompanied by a licensed or exempt resident hunter 21 or older.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Apprentice All Game Hunt and Fish License","Resident","Apprentice","Combo Hunt+Fish","Annual","","","False","Issued only once to a resident; mentor required.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Apprentice Small Game Hunt and Fish License","Resident","Apprentice","Combo Hunt+Fish","Annual","","","False","Issued only once to a resident; mentor required.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","3-Day Sportsman Apprentice License","Resident","Apprentice","Sportsman","3-day","","","False","Valid 3 consecutive days; issued only once to a resident; mentor required.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Resident Senior Exempt License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Age 65 and over. Includes All Game Hunting, freshwater fishing, Archery/Primitive Weapon/Crossbow and WMA.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Exempt Under 16 - Voluntary","Resident","Youth","Combo Hunt+Fish","Annual","","","False","Voluntary purchase for residents under 16, who are otherwise exempt.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Resident Trapping License","Resident","General","Trapping/Furbearer","Annual","","","False","Required of anyone 16 or older who traps or assists with trapping furbearers, except on their own land.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Lifetime Sportsman's License (Birth through Age 12)","Resident","Youth","Sportsman","Lifetime","","","False","Includes Sportsman, Wild Turkey Stamp, WMA User Permit and saltwater privileges. Processed only at the Jackson office.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Lifetime Sportsman's License (Age 13 and Over)","Resident","General","Sportsman","Lifetime","","","False","Includes Sportsman, Wild Turkey Stamp, WMA User Permit and saltwater privileges.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident Mississippi Native Lifetime License","Nonresident","General","Sportsman","Lifetime","","","False","Includes All Game, Archery/Primitive Weapon/Crossbow, Deer Permit, Wild Turkey Stamp, WMA User Permit and saltwater privileges.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident All Game Hunting License","Nonresident","General","General Hunting","Annual","","","False","Ages 16 and over. Does not include Archery/Primitive Weapon/Crossbow, turkey permit, deer permit or WMA User Permit.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident 7-Day All Game Hunting License","Nonresident","General","General Hunting","7-day","","","False","Ages 16 and over. Species permits and WMA permit purchased separately.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident 3-Day All Game Archery/Primitive Weapon License","Nonresident","General","General Hunting","3-day","","","False","Includes Archery/Primitive Weapon/Crossbow.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident Small Game Hunting License","Nonresident","General","General Hunting","Annual","","","False","Covers waterfowl.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident 7-Day Small Game Hunting License","Nonresident","General","General Hunting","7-day","","","False","Covers waterfowl.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident Trapping License","Nonresident","General","Trapping/Furbearer","Annual","","","False","Required of anyone 16 or older who traps or assists with trapping furbearers.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Armed Forces 14-Day Hunting/Fishing License","Nonresident","Military","Combo Hunt+Fish","14-day","","","False","Includes fall turkey and Archery/Primitive Weapon/Crossbow. Does not include saltwater fishing. Must apply through MDWFP.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"FL","Annual Resident Hunting License","Resident","General","General Hunting","Annual","1917","","False","Required when taking or attempting to take game or furbearing animals by methods other than trapping.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Five-Year Resident Hunting License","Resident","General","General Hunting","Multi-year","","","False","Five-year term, residents only.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Non-Resident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Annual hunting license for nonresidents.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Hunting/Freshwater Fishing Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Hunting license combined with freshwater fishing at a reduced cost to residents.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Hunting/Freshwater/Saltwater Fishing Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Hunting combined with both freshwater and saltwater fishing.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Sportsman's License","Resident","General","Sportsman","Annual","","","False","Includes hunting and freshwater fishing licenses plus WMA, Archery, Muzzleloading Gun, Crossbow, Deer, Turkey and Florida Waterfowl permits.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Silver Sportsman's 64+ License","Resident","Senior","Sportsman","Annual","","","False","Florida residents 64 and older. Same coverage as the Sportsman's License.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Five-Year Resident Silver Sportsman's 64+ License","Resident","Senior","Sportsman","Multi-year","","","False","Five-year term for residents 64 and older.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Gold Sportsman's License","Resident","General","Sportsman","Annual","","","False","Adds saltwater fishing, snook and lobster permits to the Sportsman's package.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Five-Year Resident Gold Sportsman's License","Resident","General","Sportsman","Multi-year","","","False","Five-year Gold Sportsman's term.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Military Gold Sportsman's License","Resident","Military","Sportsman","Annual","","","False","Available to Florida resident active duty or retired military through online verification or a tax collector's office.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Resident Youth Hunting License","Resident","Youth","General Hunting","Annual","","","False","Optional for youth ages 8 to 15 who have completed hunter safety education. Valid until the recipient's 17th birthday.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Resident Youth Gold Sportsman's License","Resident","Youth","Sportsman","Annual","","","False","Youth version of the Gold Sportsman's package. Valid until the recipient's 17th birthday.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Resident Furbearer License","Resident","General","Trapping/Furbearer","Annual","","","False","Authorizes taking furbearers with traps or snares and selling hides, pelts and meat.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Annual Non-Resident Furbearer License","Nonresident","General","Trapping/Furbearer","Annual","","","False","Authorizes taking furbearers with traps or snares.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"AR","Resident Sportsman's License (RS)","Resident","General","General Hunting","Annual","1913","","False","All game species; includes six deer tags, two turkey tags and one bear tag. Expires June 30. AGFC code RS.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Combination Sportsman's License (CS)","Resident","General","Combo Hunt+Fish","Annual","","","False","Adds sport fishing to the Sportsman's License. Includes six deer tags, two turkey tags and one bear tag. AGFC code CS.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident Wildlife Conservation License (HNT)","Resident","General","General Hunting","Annual","","","False","All small game species and furbearers, plus one deer. One deer tag included. AGFC code HNT.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","65-Plus Lifetime Hunting License","Resident","Senior","General Hunting","Lifetime","","","False","Residents 65 or older; carries the privileges of the Resident Sportsman's License. Requires one year of Arkansas residency.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","65-Plus Lifetime Combination License","Resident","Senior","Combo Hunt+Fish","Lifetime","","","False","Residents 65 or older; Sportsman's hunting privileges plus the Resident Fisheries Conservation License.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonexpiring Lifetime Resident Hunting and Fishing Sportsman's Permit","Resident","General","Combo Hunt+Fish","Lifetime","","","False","Any age. Waives fees for trout, leased lands, alligator, elk, state waterfowl stamp and WMA permit hunts. Issued at AGFC headquarters.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident Natural State Lifetime Combination License and Permit","Resident","Youth","Combo Hunt+Fish","Lifetime","","","False","Purchased for a resident aged 10 or younger. Only 500 issued per fiscal year, first-come first-served.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident 3-Year Disability Hunting License (RDH)","Resident","Disabled","General Hunting","Multi-year","","","False","Totally and permanently disabled residents. Valid three years; recertification required. AGFC code RDH.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident 3-Year Disability Combination License (RDC)","Resident","Disabled","Combo Hunt+Fish","Multi-year","","","False","Totally and permanently disabled residents. Valid three years. AGFC code RDC.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Annual All Game Hunting License (NBG)","Nonresident","General","General Hunting","Annual","","","False","Deer and small game by modern gun, muzzleloader or archery; six deer tags included. Bear, turkey, alligator and elk require additional permits. AGFC code NBG.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Annual Turkey Hunting License (NRTL)","Nonresident","General","Big Game","Annual","","","False","Turkey only; a single turkey may be taken without the separate Nonresident Turkey Hunting Permit. AGFC code NRTL.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident 3-Day Hunting License (AG3)","Nonresident","General","General Hunting","3-day","","","False","Deer hunting for the specified three-day period; six deer tags included. AGFC code AG3.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident 1-Day Hunting License (AG1)","Nonresident","General","General Hunting","1-day","","","False","Deer hunting for the specified one-day period; six deer tags included. AGFC code AG1.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Annual Small Game Hunting License (NRH)","Nonresident","General","General Hunting","Annual","","","False","All species of small game and furbearers. AGFC code NRH.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident 5-Day Small Game Hunting License (SG3)","Nonresident","General","General Hunting","5-day","","","False","All small game and furbearers for the specified five-day period. AGFC code SG3.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident Combination Guide License (GLC)","Resident","General","Other","Annual","","","False","Guide privileges on land not commission-owned or controlled. Does not include hunting privileges. AGFC code GLC.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident Hunting Guide License (GLH)","Resident","General","Other","Annual","","","False","Guide privileges on land not commission-owned or controlled. Does not include hunting privileges. AGFC code GLH.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Hunting Guide License (GNH)","Nonresident","General","Other","Annual","","","False","Guide privileges for nonresidents on land not commission-owned or controlled. AGFC code GNH.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AK","Resident Hunting License","Resident","General","General Hunting","Annual","","","False","Base Alaska hunting licence. Required before harvest tickets, tags or permits.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Nonresident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Nonresidents must additionally buy species locking-tags for big game.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Nonresident 14-Day Hunting License","Nonresident","General","General Hunting","14-day","","","False","Short-term nonresident option.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Nonresident Military Hunting License","Nonresident","Military","General Hunting","Annual","","","False","Active-duty personnel stationed in Alaska under 12 months qualify for military nonresident rates.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Youth Hunting License","Any","Youth","General Hunting","Annual","","","False","Hunters under 18 hunt at no fee but still require a licence.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
