"state_abbrev","addon_name","addon_type","target_species","hunting_method","is_federal","is_mandatory","approx_first_year","approx_last_year","notes","source_url","added_date","first_year_source"
"SC","Turkey Tags","Tag","Turkey","Any","False","True","","","Set of 3 for residents. Youth, Lifetime, Senior, Gratis and Disability licensees receive tags free on annual request.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Bear Tag","Tag","Bear","Any","False","True","","","Mountains / Game Zone 1 only. Special application required. Youth 15 and under obtain bear tags free from designated SCDNR offices.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Migratory Waterfowl Permit (State Duck Stamp)","Stamp","Waterfowl","Any","False","True","1981","","Required alongside the Migratory Bird Permit and Federal Duck Stamp. First-of-state SC duck stamp issued 1981. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"SC","Migratory Bird Permit (HIP)","Harvest Record","Migratory Birds","Any","False","True","1998","","No cost. Season dates apply; hunting licence required.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"SC","Shooting Preserve Permit","Permit","Small Game","Any","False","False","","","For hunting specified released species on licensed shooting preserves only.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Trapping and Commercial Fur Harvest License","License","Furbearer","Any","False","True","","","Required to sell or trade furbearers taken during the hunting season, to trap for sport or trade, or to possess six or more furbearers or pelts. Hunting licence required; has reporting requirements.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"AL","Alabama State Duck Stamp","Stamp","Waterfowl","Any","False","True","1979","","State waterfowl stamp required alongside the Federal Duck Stamp. Residents 65 and over are exempt. First-of-state AL duck stamp issued 1979. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"AL","Wildlife Management Area License","Access Pass","Any","Any","False","True","","","Required to hunt WFF wildlife management areas. Residents 65 and over are exempt.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Baiting Privilege License","License","Multiple","Any","False","True","","","Required to hunt deer or feral swine over bait. Required of all ages with no exemption, including residents 65 and over.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Wildlife Heritage License","Habitat Fee","Any","Any","False","False","","","Included at no charge with resident hunting and freshwater fishing licences; also sold separately and available as a lifetime licence. Covers bank fishing, WFF public fishing lakes, small game on WMAs and WFF shooting ranges.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","Harvest Record (Deer and Turkey)","Harvest Record","Multiple","Any","False","True","","","Paper or electronic harvest record that must be completed for deer and turkey, paired with the Game Check reporting system.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"AL","H.I.P. Certification","Harvest Record","Migratory Birds","Any","False","True","1998","","No charge. Required by federal law of all licensed hunters taking doves, woodcock, rails, snipe, coots, ducks or geese.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"AL","Nighttime Feral Swine and Coyote Hunting License","License","Coyote","Any","False","True","","","Add-on privilege required to hunt feral swine or coyote at night. Required of all ages with no exemption. A separate reduced-fee version exists for 100% disabled licence holders.","https://www.outdooralabama.com/hunting-licenses/hunt-rec-res","2026-08-27",""
"MS","Archery/Primitive Weapon/Crossbow Permit","Permit","Multiple","Archery","False","True","","","Must be bought in addition to the All Game Hunting/Freshwater Fishing licence when hunting during special seasons. Has included crossbow use since July 1 2013. Included in the Sportsman's License.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Wildlife Management Area User Permit","Access Pass","Any","Any","False","True","","","Must be purchased prior to any use of a wildlife management area, in addition to any other required licence.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Electronic State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1976","","Required of persons 16 and over hunting waterfowl. Now issued electronically. First-of-state MS duck stamp issued 1976. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"MS","Velvet Season Permit","Permit","Deer","Any","False","False","","","Three consecutive day permit used to hunt velvet deer during the permitted dates.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident Deer Permit","Permit","Deer","Any","False","True","","","Required for nonresidents hunting deer during all deer seasons, in addition to an All Game, 7-Day All Game or 3-Day All Game licence.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Non-Resident Spring Turkey Permit","Permit","Turkey","Any","False","True","","","Required for nonresidents hunting turkey during spring turkey season, in addition to a base All Game licence.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","North MS NWR Permit","Permit","Any","Any","False","False","","","Permit for hunting on north Mississippi national wildlife refuge lands.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Fur Dealer License","License","Furbearer","Any","False","False","","","Required of any person, regardless of age, who buys furbearing animals from trappers or hunters.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"MS","Spring Turkey Harvest Record","Harvest Record","Turkey","Any","False","True","","","Harvest record that must be carried and completed during the spring turkey season.","https://www.mdwfp.com/licenses-permits/hunting-and-fishing-license-prices","2026-08-27",""
"FL","Management Area Permit","Access Pass","Any","Any","False","True","","","Authorises taking or possessing game on wildlife management areas, wildlife and environmental areas and some public small game hunting areas. Also covers visitor access where a daily use fee applies. Annual or five-year (residents only).","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Archery Season Permit","Permit","Multiple","Archery","False","True","","","Required in addition to a hunting licence when hunting during archery season. Annual or five-year (residents only).","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Crossbow Season Permit","Permit","Multiple","Crossbow","False","True","","","Required in addition to a hunting licence when hunting during crossbow season. Annual or five-year (residents only).","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Muzzleloading Gun Season Permit","Permit","Multiple","Muzzleloader","False","True","","","Required in addition to a hunting licence when hunting during muzzleloading season. Annual or five-year (residents only).","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Deer Permit","Permit","Deer","Any","False","True","","","Required in addition to a hunting licence when taking or attempting to take deer. Annual or five-year (residents only).","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","WMA Deer-Dog Permit","Permit","Deer","Any","False","True","","","No cost. Required to take deer with the aid of dogs on WMA System lands, including deer-dog training seasons. No exemptions.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Turkey Permit","Permit","Turkey","Any","False","True","","","Required in addition to a hunting licence when taking or attempting to take turkeys. Nonresidents must hold a nonresident annual hunting licence to purchase.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Migratory Bird Permit","Permit","Migratory Birds","Any","False","True","","","No cost, valid seasonally Sept 1 - March 31. Required for ducks, geese, coots, moorhens, gallinules, rails, snipes, woodcocks and doves.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Florida Waterfowl Permit","Permit","Waterfowl","Any","False","True","1979","","Required in addition to a hunting licence and migratory bird permit for ducks and geese; Federal Duck Stamp also required. Successor to the Florida state duck stamp, first issued 1979. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"FL","Private Lands Antlerless Deer Permit","Permit","Antlerless Deer","Any","False","False","","","Antlerless deer permit issued for private lands, administered separately from the WMA quota system.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"FL","Deer Dog Registration","Permit","Deer","Any","False","False","","","Registration required for dogs used in deer hunting, administered alongside the private lands antlerless deer programme.","https://myfwc.com/license/recreational/hunting/","2026-08-27",""
"AR","Arkansas Waterfowl Stamp - Resident (DSR)","Stamp","Waterfowl","Any","False","True","1981","","Entitles licence holders to hunt waterfowl. Youths under 16 and $1,000 Lifetime Sportsman's Permit holders are exempt. A physical stamp is still mailed for collectable purposes but the code on the licence is proof of purchase. AGFC code DSR. First-of-state AR duck stamp issued 1981; confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"AR","Arkansas Waterfowl Stamp - Nonresident (DSN)","Stamp","Waterfowl","Any","False","True","1981","","Nonresident version. A physical stamp is still mailed for collectable purposes. AGFC code DSN. First-of-state AR duck stamp issued 1981; confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"AR","AGFC-Owned WMA/Lake Conservation Permit (WMC)","Access Pass","Any","Any","False","True","2026","","Required of anyone 16 or older using Commission-owned WMAs and lakes who does not hold a valid Arkansas hunting or fishing licence. Effective July 1 2026. AGFC code WMC.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Leased Lands Permit (LLP)","Access Pass","Any","Any","False","False","","","Entitles the holder to hunt, trap and camp on all AGFC Leased Lands WMAs. A valid Arkansas hunting licence is also required. Youths under 16 exempt. AGFC code LLP.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Resident Youth Game Tags (YGT)","Tag","Multiple","Any","False","False","","","Free product attaching the bag limit of deer, turkey and bear tags to resident youth hunters aged 6 to 15. AGFC code YGT.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Bear Permit (NRB)","Permit","Bear","Any","False","True","","","Entitles NBG licence holders to take one bear during the open season. Limit one per year. AGFC code NRB.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Elk Permit (NRE)","Permit","Elk","Any","False","True","","","Entitles NBG licence holders to take one elk during the open private land elk season. Limit one per year. AGFC code NRE.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Alligator Permit (NRG)","Permit","Alligator","Any","False","True","","","Entitles NBG licence holders to take one alligator during the open private land season. Limit one per year. AGFC code NRG.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Turkey Tag (NRTT)","Tag","Turkey","Any","False","True","","","Entitles a nonresident annual licence holder to take one turkey. Limit one per year. AGFC code NRTT.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Youth Deer Tag (YDTN)","Tag","Deer","Any","False","False","","","Free product attaching the bag limit of deer tags to nonresident youth hunters aged 6 to 15. AGFC code YDTN.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Harvest Information Program Registration (HIP)","Harvest Record","Migratory Birds","Any","False","True","1998","","Free. Hunters 16 or older must carry proof of Arkansas HIP registration when hunting ducks, geese, doves, coots, woodcocks, snipe, rails, gallinules or moorhens. AGFC code HIP.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"AR","Deferred Hunter Education License (DHE)","License","Any","Any","False","False","","","Free one-year permit allowing a person without hunter education certification to hunt legally. Renewable each year. AGFC code DHE.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Fur Trapper's Permit (NFT)","Permit","Furbearer","Any","False","False","","","Entitles a nonresident hunting licence holder to trap furbearers during open seasons. Not required to hunt furbearers. AGFC code NFT.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident Hunting Dog Owner's Permit (NDP)","Permit","Deer","Any","False","True","","","Required to hunt, chase or retrieve deer with a dog or to train a dog for such purposes. AGFC code NDP.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident 3-day WMA Waterfowl Permit (NW3)","Permit","Waterfowl","Any","False","True","","","Required of nonresidents hunting waterfowl in certain WMAs during regular duck season. Limit of ten 3-day permits per season. AGFC code NW3.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AR","Nonresident 30-day WMA Waterfowl Permit (NW30)","Permit","Waterfowl","Any","False","True","","","Required of nonresidents hunting waterfowl in certain WMAs during regular duck season. AGFC code NW30.","https://www.agfc.com/resources/licensing/hunting-license-descriptions-and-fees/","2026-08-27",""
"AK","Big Game Locking Tag","Tag","Multiple","Any","False","True","","","Species-specific locking tag, locked on the animal immediately after the kill and kept there until processing or export. Required of nonresidents for big game, and of residents for brown/grizzly bear and muskox.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Harvest Ticket","Harvest Record","Multiple","Any","False","True","","","No cost, available wherever hunting licences are sold. Required for general-season big game hunts; the harvest report is returned to ADF&G after the hunt.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Drawing Permit","Permit","Multiple","Any","False","True","","","Lottery-issued permit for limited hunts; acts as the harvest ticket for that hunt.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Registration Permit","Permit","Multiple","Any","False","True","","","Issued for registration hunts, most of which are open to residents and nonresidents; acts as the harvest ticket.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Tier I Subsistence Permit","Permit","Multiple","Any","False","True","","","Subsistence hunt permit, Alaska residents 10 and older only.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Tier II Subsistence Permit","Permit","Multiple","Any","False","True","","","Subsistence hunt permit issued where game is insufficient for a general season, Alaska residents only.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AK","Alaska State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1985","","Required for migratory bird hunting alongside the Federal Duck Stamp and HIP. First-of-state AK duck stamp issued 1985; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"AZ","Big Game Hunt Permit-Tag","Tag","Multiple","Any","False","True","","","Required in addition to a hunting licence for big game. Mostly issued through three annual draw cycles; fall bear, archery turkey, archery deer and mountain lion are available as non-permit tags.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"AZ","Arizona Migratory Bird Stamp","Stamp","Migratory Birds","Any","False","True","1987","","State waterfowl/migratory bird stamp. First-of-state AZ duck stamp issued 1987; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"AZ","Special Use Stamp","Stamp","Any","Any","False","False","","","Special use stamps are sold by AZGFD alongside licences and non-permit hunt tags.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"CA","Upland Game Bird Validation","Stamp","Multiple","Any","False","True","","","Required for dove, turkey, quail, pheasant and chukar; includes one turkey tag. Junior licence holders are exempt. Carries a $10 AB 614 habitat surcharge.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","California Duck Validation","Stamp","Waterfowl","Any","False","True","1971","","California's state duck stamp equivalent, required of anyone taking waterfowl except Junior Hunting Licence holders. Carries a $10 AB 614 habitat surcharge.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28","https://wildlife.ca.gov/Grants/Duck-Stamp"
"CA","Collector Duck Stamp","Stamp","Waterfowl","Any","False","False","1971","","Non-hunting collector version of the California duck stamp, sold alongside the validation.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=178043","2026-08-28","https://wildlife.ca.gov/Grants/Duck-Stamp"
"CA","Collector Upland Game Bird Stamp","Stamp","Multiple","Any","False","False","","","Non-hunting collector version of the upland game bird stamp.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=178043","2026-08-28",""
"CA","Wild Pig Validation","Stamp","Wild Pig","Any","False","True","","","Required to take wild pig; holder must be at least 12 years of age.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","First Deer Tag","Tag","Deer","Any","False","True","","","Deer tag or drawing application; holder must be at least 12. California uses a lettered zone system (A, B, C, D, X) with general, restricted and premium categories.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Second Deer Tag","Tag","Deer","Any","False","False","","","Second deer tag or drawing application.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Type A Wildlife Area Season Pass","Access Pass","Any","Any","False","False","","","Season pass for Type A wildlife areas; 1-day and 2-day versions also sold.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=178043","2026-08-28",""
"CA","Waterfowl Reservation Application","Permit","Waterfowl","Any","False","False","","","Application for reserved waterfowl hunting on state wildlife areas.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=178043","2026-08-28",""
"ID","Deer Tag","Tag","Deer","Any","False","True","","","Required in addition to a hunting licence. Regular or white-tailed deer tags; nonresident tags are subject to quotas and, from 2026, a draw.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Elk Tag","Tag","Elk","Any","False","True","","","Zone-specific; capped and uncapped elk zones have different rules. Second tags are available from returned or surplus quota.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Archery Permit","Permit","Multiple","Archery","False","True","","","Weapon permit; validated on the licence for Sportsman's Package holders.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Muzzleloader Permit","Permit","Multiple","Muzzleloader","False","True","","","Weapon permit; validated on the licence for Sportsman's Package holders.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Controlled Hunt Application","Permit","Multiple","Any","False","False","","","Nonrefundable application for controlled hunts; moose, bighorn sheep and mountain goat use a separate application fee.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Idaho Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1987","","State waterfowl stamp. First-of-state ID duck stamp issued 1987; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"LA","Louisiana Deer Hunting License","License","Deer","Any","False","True","","","Big Game licence required in addition to the Basic Hunting Licence to take deer.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Louisiana Wild Turkey License","License","Turkey","Any","False","True","","","Required in addition to the Basic and Big Game hunting licences to take turkey.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Louisiana Duck (Waterfowl) License","License","Waterfowl","Any","False","True","1989","","State waterfowl licence, required in addition to the Basic Hunting Licence and the Federal Duck Stamp. First-of-state LA duck stamp issued 1989; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"LA","Bow Hunting License","License","Multiple","Archery","False","True","","","Required for the bow hunting season.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Primitive Firearm License","License","Deer","Muzzleloader","False","True","","","Required for the special primitive firearms deer season.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","WMA Access Permit","Access Pass","Any","Any","False","True","","","Required to use any LDWF-administered land - WMAs, refuges and conservation areas - for any activity. Ages 17 and under exempt. Included with the Sportsman's Paradise, Senior and Lifetime licences.","https://www.wlf.louisiana.gov/page/license-and-permit-fee-list","2026-08-28",""
"LA","WMA Camping Permit","Access Pass","Any","Any","False","True","","","Required to camp on a WMA where camping is permitted. Ages 17 and under exempt.","https://www.wlf.louisiana.gov/page/license-and-permit-fee-list","2026-08-28",""
"LA","Louisiana HIP Certification","Harvest Record","Migratory Birds","Any","False","True","1998","","Free. Required in addition to other licences for mourning dove, ducks, geese, woodcock, rails, snipe, coots and gallinules.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"OK","Oklahoma Deer License","License","Deer","Any","False","True","","","Species licence required in addition to the annual hunting licence. Valid on DMAP-enrolled properties.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Oklahoma Turkey License","License","Turkey","Any","False","True","","","Covers both spring and fall turkey seasons.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Oklahoma Elk License","License","Elk","Any","False","True","","","Limited lottery draw, primarily in the Wichita Mountains area.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Oklahoma Antelope License","License","Pronghorn","Any","False","True","","","Species licence required in addition to the hunting licence.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Oklahoma Bear License","License","Bear","Any","False","True","","","Not covered by the lifetime hunting licence exemption.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Oklahoma Waterfowl License","License","Waterfowl","Any","False","True","1980","","State waterfowl stamp/licence. First-of-state OK duck stamp issued 1980; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"OK","Harvest Information Permit (HIP)","Harvest Record","Migratory Birds","Any","False","True","1998","","Required of all migratory bird and waterfowl hunters 63 and under, including lifetime licence holders. Valid July 1 - June 30.","https://www.wildlifedepartment.com/licensing/regs/specialty-licenses","2026-08-28","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"OK","Land Access Permit","Access Pass","Any","Any","False","True","","","Required for Honobia Creek, Three Rivers and Herron Family WMAs and OLAP properties. Nonresidents must buy annually with no exemptions; lifetime licence holders are NOT exempt. Residents 17 and under or 64 and over are exempt.","https://www.wildlifedepartment.com/licensing/regs/specialty-licenses","2026-08-28",""
"OK","Wildlife Conservation Passport","Access Pass","Any","Any","False","True","","","Required for non-hunting, non-fishing use of Department-owned areas such as birdwatching or photography, unless the holder has a current hunting or fishing licence.","https://www.wildlifedepartment.com/licensing/regs/specialty-licenses","2026-08-28",""
"OK","Sandhill Crane Permit","Permit","Sandhill Crane","Any","False","True","","","Required in addition to HIP to hunt sandhill cranes.","https://www.eregulations.com/oklahoma/hunting/special-licenses-permits","2026-08-28",""
"OR","Deer Tag","Tag","Deer","Any","False","True","","","Required in addition to a hunting licence; included in the Sports Pac.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Elk Tag","Tag","Elk","Any","False","True","","","Required in addition to a hunting licence; included in the Sports Pac.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Bear Tag","Tag","Bear","Any","False","True","","","General or controlled bear tag; included in the Sports Pac.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Cougar Tag","Tag","Mountain Lion","Any","False","True","","","Included in the Sports Pac.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Upland Game Bird Validation","Stamp","Multiple","Any","False","True","","","Required for upland game birds; a youth version exists for ages 12-17.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Waterfowl Validation","Stamp","Waterfowl","Any","False","True","1984","","Oregon's state waterfowl validation. First-of-state OR duck stamp issued 1984; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"OR","Western Oregon Fee Pheasant Permit","Permit","Pheasant","Any","False","True","","","Fee pheasant permit for western Oregon release sites.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Columbia River Basin Endorsement","Stamp","Any","Any","False","True","","","Endorsement bundled with combination, Pioneer and youth licences; also sold per day.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Controlled Hunt Application","Permit","Multiple","Any","False","False","","","Application for Oregon controlled hunts; the first application change per hunt series is free.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"UT","General Season Buck Deer Permit","Permit","Deer","Any","False","True","","","Allocated through the application system using preference points; remaining permits are sold first-come afterwards.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Limited Entry Buck Deer Permit","Permit","Deer","Any","False","True","","","Premium units; 50 percent of tags go to highest point holders and 50 percent to a weighted random draw.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","General Season Bull Elk Permit","Permit","Elk","Any","False","True","","","Several remaining or over-the-counter elk permits are listed each year, including unlimited archery and late any-bull categories.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Limited Entry Bull Elk Permit","Permit","Elk","Any","False","True","","","Premium limited-entry units including Book Cliffs, Henry Mountains and Wasatch.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Sportsman Permit","Permit","Multiple","Any","False","False","","","Utah residents only. Covers buck deer, buck pronghorn, bull elk, bull moose, desert bighorn ram, Rocky Mountain bighorn ram, bison, mountain goat, black bear and wild turkey.","https://wildlife.utah.gov/index.php?option=com_content&view=article&id=464&catid=14","2026-08-28",""
"UT","Big Game Drawing Application","Permit","Multiple","Any","False","False","","","Nonrefundable per-species application fee; hunters may apply for multiple species in the same year.","https://wildlife.utah.gov/fees","2026-08-28",""
